0,1191,0.48614609571788414,550.3233566880226
1,2382,0.4836272040302267,545.3968457579613
2,3573,0.5188916876574308,541.6895277500153
3,4764,0.5201511335012594,541.0674181580544
4,5955,0.49622166246851385,538.0793381929398
5,7146,0.5302267002518891,531.5898873806
6,8337,0.5239294710327456,526.2005702853203
7,9528,0.5214105793450882,521.6921482682228
8,10719,0.5516372795969773,524.8975678384304
9,11910,0.5969773299748111,892.9650288671255
10,13101,0.6057934508816121,1516.1731477025896
11,14292,0.6083123425692696,1680.3366753107402
12,15483,0.6007556675062973,1548.8370826626197
13,16674,0.6070528967254408,1476.3024641075172
14,17865,0.6032745591939547,1377.7518567480147
15,19056,0.5994962216624685,1213.4279107525945
16,20247,0.6007556675062973,1054.8468125555664
17,21438,0.5906801007556675,973.8189915269613
18,22629,0.5906801007556675,930.5505626797676
19,23820,0.5919395465994962,838.8380010724068
20,25011,0.5894206549118388,649.442602224648
21,26202,0.6070528967254408,549.5065881460905
22,27393,0.6120906801007556,620.9256355315447
23,28584,0.5806045340050378,762.1097744256258
24,29775,0.5818639798488665,888.8452320210636
25,30966,0.5982367758186398,968.9942800458521
26,32157,0.6209068010075567,1042.8220722004771
27,33348,0.6095717884130982,1054.2903602346778
28,34539,0.6095717884130982,996.8261123355478
29,35730,0.6120906801007556,927.8287009261549
30,36921,0.5906801007556675,891.7355279866606
31,38112,0.6171284634760705,876.2669807523489
32,39303,0.6095717884130982,893.5195535439998
33,40494,0.5982367758186398,937.7883824631572
34,41685,0.5957178841309824,969.6355899050832
35,42876,0.6045340050377834,970.3043842855841
36,44067,0.6083123425692696,924.4077495802194
37,45258,0.6183879093198993,820.2701442614198
38,46449,0.5969773299748111,695.9517138339579
39,47640,0.6007556675062973,591.8241829462349
40,48831,0.6259445843828715,533.3265086486936
41,50022,0.6322418136020151,540.3766807503998
42,51213,0.628463476070529,609.4149759337306
43,52404,0.6183879093198993,722.1693018460646
44,53595,0.628463476070529,718.0266611445695
45,54786,0.628463476070529,589.4764164667577
46,55977,0.6372795969773299,510.58901159185916
47,57168,0.6234256926952141,681.7733153215377
48,58359,0.6486146095717884,568.4574407981709
49,59550,0.6410579345088161,807.026296837721
50,60741,0.6297229219143576,910.3368564946577
51,61932,0.6259445843828715,821.076265812153
52,63123,0.6498740554156172,682.8147388231009
53,64314,0.6586901763224181,580.0041225890163
54,65505,0.6473551637279598,542.3983337993268
55,66696,0.6523929471032746,534.1913956510834
56,67887,0.6435768261964736,598.7884759353474
57,69078,0.6851385390428212,521.0858145747334
58,70269,0.6612090680100755,704.9919632379897
59,71460,0.6687657430730478,614.0669737528078
60,72651,0.654911838790932,455.43781168945134
61,73842,0.6675062972292192,388.9606823604554
62,75033,0.6876574307304786,391.19146707467735
63,76224,0.6914357682619647,389.26888841670007
64,77415,0.707808564231738,449.45360288675874
65,78606,0.7090680100755667,410.96841853065416
66,79797,0.7267002518891688,367.98687846492976
67,80988,0.7027707808564232,368.5958721358329
68,82179,0.721662468513854,373.4192228866741
69,83370,0.743073047858942,371.39513915684074
70,84561,0.7367758186397985,373.9124107672833
71,85752,0.7531486146095718,379.45696863206103
72,86943,0.7594458438287154,443.4510751783382
73,88134,0.6977329974811083,568.0076186041115
74,89325,0.7707808564231737,422.0375973142218
75,90516,0.7329974811083123,414.80466896039434
76,91707,0.7279596977329975,459.7314433903666
77,92898,0.7254408060453401,416.09969703189563
78,94089,0.7657430730478589,404.55735635594465
79,95280,0.7594458438287154,510.4765430565458
80,96471,0.7607052896725441,604.146696356649
