0.47509,0.10846,0.11634,3.7303,0.13457,0.11344,323.2
0.43097,0.3472,0.11308,9.9937,0.30122,0.13597,185.1
0.36499,0.33578,0.10636,9.5253,0.32597,0.16096,141.17
0.31382,0.066376,0.10801,0.74655,0.33743,0.15211,121.82
0.30561,0.023424,0.11064,0.10025,0.16997,0.095547,253.71
0.47813,0.015675,0.11392,0.10471,0.37025,0.012558,175.8
0.31288,0.26541,0.11084,6.8261,0.35582,0.022437,164.23
0.40862,0.34813,0.11627,9.5459,0.13277,0.10207,320.52
0.73779,0.34994,0.11072,9.0882,0.3296,0.109,140.42
0.30012,0.32824,0.10769,9.9793,0.40077,0.077915,90.352
0.32418,0.020972,0.11694,1.0758,0.11879,0.032027,380.19
0.32802,0.012474,0.1073,2.4283,0.15077,0.19918,315.63
0.6898,0.14468,1.9209,2.9266,0.16803,0.15996,342.65
0.3109,0.056944,0.37663,3.4067,0.032164,0.067326,526.55
0.30309,0.058424,0.11971,0.48294,0.25254,0.010001,140.33
0.31838,0.0385,0.10743,9.7288,0.16226,0.11087,329.91
0.73454,0.34984,0.11579,9.6475,0.22769,0.14082,220.6
0.33159,0.014504,0.1101,0.10008,0.33842,0.19168,156.46
0.59662,0.32534,9.9368,9.2667,0.22029,0.010664,223.36
0.77714,0.34922,9.9794,8.6762,0.031022,0.19726,537.58
0.54892,0.30809,0.11945,7.8951,0.11719,0.19775,336.57
0.36901,0.013708,0.11044,3.2578,0.063261,0.14126,468.35
0.75267,0.34617,0.13299,7.2859,0.10789,0.01332,331.5
0.32206,0.024744,0.10695,0.1248,0.16559,0.068983,233.4
0.44624,0.24666,0.77918,6.8562,0.12126,0.091161,300.37
0.37198,0.22827,2.8236,5.5593,0.065565,0.19997,374.3
0.38163,0.11127,0.10917,6.1598,0.049914,0.12805,403.75
0.78847,0.34089,0.11001,8.0029,0.052318,0.10068,387.85
0.32186,0.017022,0.11173,1.0005,0.17876,0.014052,346.62
0.30092,0.029971,9.9053,6.7142,0.061418,0.034508,400.18
0.32438,0.09861,9.9952,0.11569,0.12644,0.19998,272.23
0.53778,0.29691,0.11631,2.2626,0.088132,0.19553,301.59
0.59201,0.33834,0.11083,10,0.14814,0.17713,222.12
0.30158,0.3427,9.1468,9.9229,0.010052,0.010093,538.4
0.75545,0.31477,0.17036,8.7597,0.081446,0.033905,395.23
0.7767,0.34673,9.9973,9.9876,0.059832,0.19993,390.98
0.60599,0.1862,0.43268,6.1337,0.010068,0.010406,432.2
0.30218,0.01087,0.1349,1.3095,0.045499,0.19993,402.22
0.53165,0.095563,0.11137,3.5362,0.092553,0.021334,333.87
0.63731,0.34244,0.10902,7.6371,0.22166,0.092096,248.63
0.59083,0.014004,0.11111,6.3022,0.17255,0.14124,226.68
0.36229,0.056831,1.0032,0.19457,0.065983,0.01008,413.65
0.30006,0.010425,0.1095,0.73519,0.24983,0.1661,144.22
0.39453,0.027757,0.29005,1.5095,0.057533,0.077469,391.42
0.41587,0.06227,0.13131,2.0278,0.046044,0.14688,406.29
0.78613,0.095856,0.10924,9.0742,0.15545,0.11742,230.58
0.30343,0.33194,0.51385,7.6421,0.046049,0.19903,407.93
0.71264,0.34422,4.3426,9.4104,0.13502,0.19997,333.45
0.3023,0.11547,9.7376,2.7061,0.09124,0.15917,314.26
0.40309,0.032476,0.11036,4.0489,0.021734,0.083046,428.45
0.78894,0.082713,0.16606,8.7647,0.094145,0.1991,307.45
0.63578,0.33751,0.11389,9.6916,0.18421,0.095825,226.3
0.62725,0.31874,0.11206,8.7199,0.11566,0.12472,280.48
0.69022,0.13082,0.11141,9.1972,0.13744,0.057715,261.65
0.76163,0.033442,0.27367,9.8139,0.032257,0.010046,431.98
0.31585,0.057795,0.11203,0.11244,0.37086,0.10371,125.62
0.32961,0.26461,0.18355,2.1442,0.062925,0.17437,383.02
0.48561,0.013314,0.15194,0.10191,0.30808,0.090112,120.06
0.35893,0.32985,0.10418,9.6169,0.10953,0.1121,298.02
0.41469,0.33331,0.16522,9.6573,0.085795,0.19996,329.84
0.50646,0.11865,0.11652,2.9247,0.082591,0.17912,328.25
0.70598,0.33874,0.10396,9.9912,0.095651,0.12669,296.74
0.61443,0.077846,0.48598,6.3588,0.02833,0.19962,559.51
0.76886,0.30362,0.12195,9.8414,0.16363,0.079116,310.77
0.78951,0.34895,0.10446,7.674,0.15159,0.069762,360.13
0.40973,0.1061,0.11574,3.4595,0.10912,0.10088,417.5
0.52664,0.28964,0.10062,9.4399,0.092528,0.14193,405.99
0.60604,0.34295,0.11123,9.0761,0.19042,0.13137,301.78
0.76081,0.25756,0.11141,8.5857,0.24738,0.049113,276.58
0.54776,0.097489,0.10841,3.8304,0.26722,0.023925,278.93
0.65524,0.34855,0.1416,8.8479,0.11968,0.097181,369.09
0.6622,0.035764,0.11347,9.771,0.23297,0.17647,239.82
0.44467,0.047784,0.10605,0.49361,0.13195,0.19886,327.71
0.31072,0.051232,0.32958,0.13322,0.070455,0.19133,440.24
0.57116,0.32241,0.12557,9.4995,0.042897,0.07735,515.55
0.43934,0.095588,0.11678,0.14578,0.11393,0.1876,372.17
0.31271,0.010084,0.12822,6.3543,0.075998,0.19957,421.04
0.31047,0.015333,0.10076,0.10068,0.034124,0.17855,505.69
0.38871,0.023578,0.11037,0.87424,0.092507,0.090436,399.95
0.43198,0.01841,9.1256,5.4388,0.073431,0.19833,445.06
0.40799,0.048459,0.11783,0.17612,0.20065,0.086718,262.66
0.77971,0.34128,0.1309,9.9936,0.13352,0.086143,321.06
