1,1,3,1,2,8,1,1,1.0617,1.089,2.217,6.4298,9.5723,3.2786,7.5187,10,10,-1
1,2,3,1,3,9,1,2,0.97334,1.0954,3.1653,5.5894,9.3002,4.1385,5.6467,0,10,-1
1,3,3,1,3,8,1,1,1.0007,0.8275,2.246,5.9903,9.5174,2.6884,3.2465,10,20,-1
1,4,3,1,5,9,2,1,0.70372,1.2078,2.0284,5.6727,10.571,2.2891,2.732,0,20,-1
2,1,3,1,5,9,2,2,0.4416,0.75384,3.6584,7.119,9.1915,4.1,7.8727,0,20,-1
2,2,3,1,3,8,1,1,0.39704,1.2118,1.0926,3.3495,6.8093,1.4895,3.5373,10,30,-1
2,3,3,1,3,8,1,1,0.77133,1.5612,3.5497,7.495,12.409,4.3209,8.628,10,40,-1
2,4,3,1,2,8,1,2,0.88047,1.9344,3.8674,6.8096,11.891,4.7477,8.116,10,50,-1
2,5,3,1,3,9,1,1,1.6494,0.96438,1.0925,4.9877,8.7151,2.5698,2.7418,0,50,-1
2,6,3,1,4,9,2,2,0.86298,0.98091,2.781,5.4221,8.899,2.9728,3.6438,0,50,-1
2,7,3,1,3,9,1,2,1.7632,1.1199,3.299,8.2976,12.242,5.0622,8.7493,0,50,-1
3,1,1,1,2,7,1,1,2.791,1.2659,2.3888,8.5736,11.883,2.8412,5.1797,20,70,7
3,2,1,1,2,8,1,1,1.6647,0.73106,4.0346,7.4615,11.423,5.6372,5.6992,0,70,7
3,3,1,1,4,6,2,1,1.9087,1.3227,1.3765,4.653,8.481,3.285,5.9756,40,110,6
3,4,1,1,2,8,1,2,1.0577,1.7964,1.4436,5.773,10.069,2.5011,6.7503,0,110,7
3,5,1,1,4,7,2,1,1.3784,0.97807,3.9511,9.1167,12.543,5.3294,10.095,0,110,6
3,6,1,1,2,7,1,1,1.0308,1.258,2.514,6.2248,10.387,3.5446,7.4826,20,130,7
3,7,1,1,3,7,1,2,1.7139,1.7337,1.2596,4.2355,7.5954,2.9735,5.969,0,130,6
4,1,2,1,5,6,2,2,1.5244,1.6187,3.0728,7.2187,11.013,4.5971,8.1853,40,170,6
4,2,2,1,2,7,1,1,1.8686,1.5887,1.6778,6.2078,9.0328,3.5143,3.5463,0,170,8
4,3,2,1,2,8,1,1,1.2137,1.4829,2.062,6.3751,10.888,3.2756,7.8578,0,170,7
4,4,2,1,2,7,1,1,1.8858,0.90297,3.132,7.9801,11.423,4.6087,5.0176,0,170,8
4,5,2,1,2,9,1,2,0.97329,0.49579,2.6804,5.79,9.0995,3.6536,6.2857,0,170,8
5,1,3,1,3,7,1,2,1.9616,1.9105,2.1864,6.5662,10.611,2.3188,4.1479,20,190,-1
5,2,3,1,3,8,1,1,1.3137,1.026,1.9452,6.0741,10.587,3.2588,6.386,10,200,-1
5,3,3,1,5,9,2,1,0.60254,1.6691,2.6474,5.5559,11.172,3.2497,7.2248,0,200,-1
5,4,3,1,4,6,2,2,1.1081,1.3686,3.3158,6.1242,11.156,4.4236,7.4927,40,240,-1
6,1,4,1,2,8,1,2,1.068,2.6239,3.3726,6.3987,12.5,3.5991,4.4406,10,250,-1
6,2,4,1,2,7,1,1,0.7796,1.0733,3.65,6.0574,10.821,4.4295,7.1306,20,270,-1
6,3,4,1,4,7,2,1,0.96339,1.9401,1.1761,3.3995,7.1772,1.2973,2.1394,20,290,-1
6,4,4,1,2,9,1,2,0.75654,1.5578,3.8674,8.5648,12.209,4.6238,8.7975,0,290,-1
6,5,4,1,2,7,1,1,0.81308,0.92402,3.1987,5.9739,8.3806,4.0117,6.8978,20,310,-1
7,1,1,1,4,6,2,2,2.1156,2.7107,3.8896,7.1326,11.613,6.005,9.2156,40,350,6
7,2,1,1,4,7,2,1,0.92134,0.6126,1.2763,5.8232,9.6178,2.1975,6.4357,0,350,6
7,3,1,1,2,7,1,1,1.2923,1.5639,2.1287,5.9903,11.473,3.4209,6.2261,20,370,7
