1,1,0.13227,0.11364,340.67
1,1,0.26578,0.13826,208.65
1,1,0.28499,0.16777,163.38
1,1,0.27871,0.078612,155.82
1,1,0.1699,0.090912,276.81
1,1,0.31703,0.019255,200.97
1,1,0.2378,0.034466,210
1,1,0.1276,0.068025,341.95
1,1,0.30621,0.12688,167.24
1,1,0.35065,0.014307,119.8
1,1,0.11152,0.10359,381.96
1,1,0.13857,0.17715,338.74
1,1,0.16784,0.15411,340.67
1,1,0.045261,0.038633,521.46
1,1,0.22617,0.067594,141.55
1,1,0.17266,0.094314,329.39
1,1,0.22139,0.13335,235.63
1,1,0.24608,0.18869,192.29
1,1,0.21252,0.010308,228.39
1,1,0.027967,0.1994,537.51
1,1,0.12138,0.19915,347.41
1,1,0.065062,0.13835,475
1,1,0.10069,0.051117,341.41
1,1,0.16161,0.10208,245.95
1,1,0.12582,0.11067,295.56
1,1,0.073481,0.19426,364.51
1,1,0.053179,0.13223,403.1
1,1,0.061108,0.060113,391.31
1,1,0.18021,0.014934,352.27
1,1,0.066635,0.022502,399.22
1,1,0.11339,0.16123,290.9
1,1,0.085041,0.15715,314.68
1,1,0.1493,0.19624,230.5
1,1,0.010433,0.01145,539.87
1,1,0.09076,0.028451,394.97
1,1,0.068924,0.18784,384.1
1,1,0.010007,0.011211,431.5
1,1,0.047107,0.18773,402.05
1,1,0.094116,0.01186,337.92
1,1,0.17133,0.070737,305.15
1,1,0.15089,0.13949,250.07
1,1,0.081901,0.011162,417.91
1,1,0.17783,0.12606,186.79
1,1,0.061265,0.063276,391.57
1,1,0.043107,0.17273,410.47
1,1,0.15549,0.13852,240.37
1,1,0.047678,0.18761,405.32
1,1,0.14853,0.17716,327.18
1,1,0.099025,0.10051,314.5
1,1,0.037728,0.052993,422.6
1,1,0.092481,0.1932,316.02
1,1,0.16408,0.10745,254.39
1,1,0.10877,0.11251,294.71
1,1,0.12931,0.09139,279.47
1,1,0.038433,0.013132,429.9
1,1,0.26971,0.11007,171.67
1,1,0.064439,0.17206,382.61
1,1,0.29008,0.10083,131.45
1,1,0.11153,0.11375,306.93
1,1,0.095663,0.18034,330.58
1,1,0.079419,0.19153,334.38
1,1,0.096328,0.1142,307.49
1,1,0.029112,0.19355,556.04
1,1,0.16002,0.074146,326.9
1,1,0.14869,0.075978,366.27
1,1,0.10989,0.092318,431.56
1,1,0.094415,0.11137,418.95
1,1,0.17344,0.13632,328.27
1,1,0.24415,0.066635,299.58
1,1,0.21712,0.0493,293.39
1,1,0.13019,0.040941,378.04
1,1,0.22382,0.15743,259.37
1,1,0.12306,0.18373,352.54
1,1,0.073313,0.18267,442.73
1,1,0.040704,0.059159,521
1,1,0.10597,0.19533,394.45
1,1,0.076122,0.13846,430.84
1,1,0.036028,0.1676,510.74
1,1,0.088644,0.096276,418.41
1,1,0.095886,0.01701,447.56
1,1,0.17112,0.089355,303.36
1,1,0.12699,0.087738,335.1
